Date,Close,High,Low,Open,Volume,,
2/15/2019,122.1,123.66,121.37,121.45,3021741615,,
2/16/2019,123.26,124.13,122.3,122.4,2905833287,,
2/17/2019,133.6,134.46,123.09,123.18,4236081130,,
2/18/2019,146.1,147.69,133,133.03,5387525773,,
2/19/2019,145.35,149.93,145.13,146.4,5310842625,,
2/20/2019,149.55,149.55,142.5,145.17,4500094965,,
2/21/2019,146.13,149.35,144.56,149.35,3995766856,,
2/22/2019,149.09,149.27,145.21,146.07,3731099284,,
2/23/2019,158.8,159.13,147.33,148.68,4519468458,,
2/24/2019,135.85,165.55,135.85,158.9,5957715043,,
2/25/2019,139.82,142.53,135.48,135.5,4914392068,,
2/26/2019,138.09,139.98,136.58,139.65,3791292839,,
2/27/2019,136.13,141.34,131.6,138.03,4469776860,,
2/28/2019,136.75,138.85,135.66,136.28,4535438953,,
3/1/2019,136.44,139,136.43,136.84,3756124824,,
3/2/2019,134.21,137.18,132.44,136.35,3747176425,,
3/3/2019,132.25,135.85,131.33,134.79,3454374053,,
3/4/2019,127.77,132.73,125.4,132.16,4008171341,,
3/5/2019,137.82,138.23,126.74,127.79,4764849990,,
3/6/2019,138.79,139.97,136.15,137.96,4589054219,,
3/7/2019,138.03,140.86,137.27,138.94,4339206292,,
3/8/2019,135.13,139.5,133.56,138.31,4678816794,,
3/9/2019,137.97,139.12,134.68,134.89,5011918715,,
3/10/2019,136.76,138.27,135.69,138.18,4578438499,,
3/11/2019,133.83,137.35,133.1,136.85,4689807419,,
3/12/2019,134.44,135.27,130.94,134.01,4709988000,,
3/13/2019,133.26,134.61,132.72,134.61,4265162099,,
3/14/2019,133.71,135.18,132.75,133.2,4476532147,,
3/15/2019,137.69,138.4,133.57,133.57,4506861856,,
3/16/2019,142.4,144.56,137.91,137.91,4839003569,,
3/17/2019,140,142.37,139.32,142.24,3827157729,,
3/18/2019,139.37,142.27,138.84,140.1,4551739879,,
3/19/2019,140.52,140.99,139.14,139.25,4251488129,,
3/20/2019,140.69,140.95,138.31,140.48,4664134462,,
3/21/2019,136.64,141,135.86,140.48,5087247796,,
3/22/2019,137.18,138.79,136.23,136.56,4490899266,,
3/23/2019,138.24,139.39,136.91,137.04,4436568613,,
3/24/2019,136.99,138.38,136.31,138.32,4266845458,,
3/25/2019,135.03,137.7,133.49,137.08,4480516753,,
3/26/2019,135.46,135.46,133.76,135.05,4499271679,,
3/27/2019,140.99,141.08,135.34,135.45,5228240093,,
3/28/2019,139.42,141.01,138.43,141.01,4163212475,,
3/29/2019,142.5,142.55,138.05,139.34,5125602702,,
3/30/2019,142.09,149.61,141.03,142.36,5144662127,,
3/31/2019,141.51,142.19,140.7,142.14,4249050197,,
4/1/2019,141.83,142.73,140.74,141.47,4611999536,,
4/2/2019,163.96,165.23,141.64,141.84,9826645698,,
4/3/2019,161.46,178.32,157.32,164.01,10622456246,,
4/4/2019,158.05,164.93,155.24,161.43,7953123529,,
4/5/2019,165.51,167.22,157.44,158.02,7531316908,,
4/6/2019,165.95,172.52,161.8,165.51,7167016221,,
4/7/2019,174.53,175.21,164.93,165.98,7596176020,,
4/8/2019,180.26,184.38,174.16,174.45,9304964610,,
4/9/2019,176.11,180.25,175.09,180.22,7632529578,,
4/10/2019,177.34,183.13,175.23,176.07,7856924879,,
4/11/2019,165.5,177.49,162.32,177.34,7859383417,,
4/12/2019,164.74,166.13,161.03,165.34,6237185309,,
4/13/2019,164.51,166.36,163.01,164.62,4959301561,,
4/14/2019,167.84,168.59,162.78,164.48,4846298303,,
4/15/2019,161.57,168.82,159.56,167.9,5672311824,,
4/16/2019,167.62,167.67,160.89,161.53,5180105341,,
4/17/2019,166.95,168.94,165.5,167.55,5596102715,,
4/18/2019,173.81,175.37,166.67,166.91,6971581464,,
4/19/2019,173.71,173.98,170.62,173.79,6541053061,,
4/20/2019,173.75,176.71,171.79,173.72,6142567812,,
4/21/2019,170.05,174.42,167.43,173.72,6005571688,,
4/22/2019,171.87,173.07,168.73,170.02,6094878077,,
4/23/2019,171.45,176.85,170.9,172.01,7097827092,,
4/24/2019,165.83,171.57,161.98,171.35,7351304156,,
4/25/2019,154.46,166.51,153.85,165.91,6820332362,,
4/26/2019,156.35,158.03,152.09,154.58,7505283355,,
4/27/2019,158.43,160.59,155.62,156.27,5863109118,,
4/28/2019,157.3,159.57,157.13,158.5,5379894433,,
4/29/2019,155.2,158.33,153.19,157.29,6053776253,,
4/30/2019,162.17,162.43,155.17,155.17,6275803460,,
5/1/2019,160.82,164.06,159.66,162.19,5789172433,,
5/2/2019,162.12,162.94,160.06,160.85,6044171062,,
5/3/2019,167.95,170.07,161.08,162.08,7299410672,,
5/4/2019,164.03,170.65,161.79,167.89,6658100049,,
5/5/2019,163.45,165.4,159.7,164.02,5938415562,,
5/6/2019,172.65,175.76,159.99,163.34,7540096853,,
5/7/2019,169.8,180.39,169.69,172.43,8411140170,,
5/8/2019,170.95,172.18,166.41,169.9,6416569598,,
5/9/2019,170.29,172.88,167.25,170.95,6546914198,,
5/10/2019,173.14,175.89,168.99,170.31,8036919053,,
5/11/2019,194.3,203.47,173.14,173.14,12578331654,,
5/12/2019,187.33,201.88,183.65,194.16,10326050090,,
5/13/2019,196.85,205.1,185.31,187.42,10367149039,,
5/14/2019,217.15,217.87,196.05,196.74,12751049755,,
5/15/2019,247.15,247.45,216.82,217.01,13460006534,,
5/16/2019,264.01,275.39,245.8,246.94,18661465873,,
5/17/2019,243.76,266.98,227.77,263.85,16037551694,,
5/18/2019,234.6,246.36,233.1,243.91,10933142646,,
5/19/2019,261.29,263.74,233.76,234.45,12049250894,,
5/20/2019,251.86,261.55,241.8,261.27,10834541285,,
5/21/2019,255.22,262.11,248.2,251.65,11545049593,,
5/22/2019,244.7,258.8,242.73,255,9818257463,,
5/23/2019,245.97,247.62,233.79,244.67,10671663487,,
5/24/2019,249.48,255.26,243.24,245.99,9929433206,,
5/25/2019,251.76,257.36,249.09,249.69,8924985385,,
5/26/2019,267.07,269.17,247.25,251.72,9664267731,,
5/27/2019,272.86,278.51,265.44,267.14,12074664736,,
5/28/2019,271.77,274.32,267.51,272.59,10362846898,,
5/29/2019,269.46,273.76,263.09,271.78,9819132174,,
5/30/2019,255.86,287.2,247.35,269.55,13604268584,,
5/31/2019,268.11,268.66,249.11,256.02,11255023515,,
6/1/2019,265.39,273.56,263.52,268.43,9942869852,,
6/2/2019,270.23,272.81,265.04,265.51,8744111713,,
6/3/2019,252.61,270.33,251.26,270.09,9375712917,,
6/4/2019,241.34,252.51,236.13,252.51,10132549747,,
6/5/2019,247.05,248.14,239.98,241.5,8548917062,,
6/6/2019,249.47,249.94,238.5,246.93,8265146806,,
6/7/2019,250.93,254.35,246.6,249.34,8379534528,,
6/8/2019,245.74,252.38,243.23,251.25,7225996863,,
6/9/2019,233.09,245.97,229.26,245.54,7566421456,,
6/10/2019,247.52,247.66,229.34,232.83,8141159848,,
6/11/2019,245.78,248.66,239.83,247.86,7382269700,,
6/12/2019,260.9,261.02,244.49,245.93,8645598618,,
6/13/2019,256.17,262.16,255.6,260.91,8442077836,,
6/14/2019,264.09,265.37,254.15,256.18,8676891267,,
6/15/2019,269.02,271.51,262.12,263.93,8126853944,,
6/16/2019,269.22,278.14,265.54,268.9,9676746453,,
6/17/2019,274.35,275.44,268.35,269.09,6009795781,,
6/18/2019,265.05,274.32,263.14,274.32,6205242504,,
6/19/2019,269.43,270.33,264.75,265.06,5516510947,,
6/20/2019,271.7,274.07,265.5,269.41,6408981097,,
6/21/2019,294.91,295.3,271.74,271.74,9331694140,,
6/22/2019,309.38,315.19,294.73,295.12,10613731255,,
6/23/2019,307.83,318.57,305.76,309.42,8161062380,,
6/24/2019,310.42,312.33,299.56,307.72,8205712062,,
6/25/2019,318.13,318.13,307.64,310.68,9641764965,,
6/26/2019,336.75,361.4,315.95,317.99,16437084081,,
6/27/2019,294.27,343.43,278.57,336.96,14038092503,,
6/28/2019,311.23,313.03,292.94,294.14,11514656820,,
6/29/2019,320.06,322.04,294.75,311.28,10929374565,,
6/30/2019,290.7,322.79,290.7,319.58,10303111000,,
7/1/2019,293.64,301.03,280.02,290.27,10292223948,,
7/2/2019,291.6,295.66,272.6,293.54,10618413952,,
7/3/2019,303.1,303.34,291.4,291.76,9926711979,,
7/4/2019,284.52,303.96,282.77,303.03,8403513106,,
7/5/2019,288,293.92,282.69,284.38,8723493015,,
7/6/2019,287.55,295.99,286.67,287.89,7674615025,,
7/7/2019,305.7,310.14,286.11,287.6,8119724981,,
7/8/2019,313.25,314.27,303.5,305.73,9078905628,,
7/9/2019,308.88,318.22,305.29,313.33,10055159803,,
7/10/2019,290,313.07,285.57,308.85,11679985167,,
7/11/2019,268.7,290.02,266.09,289.95,10216287022,,
7/12/2019,276.28,278.86,268,268.69,8148936015,,
7/13/2019,269.46,276.69,263.07,276.29,6716829429,,
7/14/2019,227.58,269.64,227.27,269.28,8578339386,,
7/15/2019,229.78,235.03,210.39,227.97,9723674244,,
7/16/2019,199.19,234.51,197.38,229.75,9036620494,,
7/17/2019,211.48,217.98,193.99,199.07,9387747640,,
7/18/2019,226.57,229.24,208.04,211.44,9327816059,,
7/19/2019,221.33,226.94,215.84,226.66,7606433131,,
7/20/2019,229.12,234.2,221.19,221.41,7976245988,,
7/21/2019,225.63,229.86,219.03,229.17,6685082868,,
7/22/2019,217.56,226.86,213.45,225.7,6338843919,,
7/23/2019,212.73,218.52,209.64,217.57,6976091534,,
7/24/2019,217.05,217.54,203.89,212.55,7168982843,,
7/25/2019,219.62,224.25,216.14,216.97,6731281160,,
7/26/2019,219.63,220.24,214.13,219.63,5729852178,,
7/27/2019,207.41,223.52,204.9,219.62,6257703908,,
7/28/2019,211.19,212.04,202.25,207.41,5504887934,,
7/29/2019,211.27,213.93,208.76,211.12,5485190664,,
7/30/2019,210.52,213.61,206.87,211.34,5489918859,,
7/31/2019,218.65,218.65,210.44,210.49,6003828340,,
8/1/2019,217.81,218.81,212.91,218.55,5965442642,,
8/2/2019,217.87,222.18,215.98,217.88,6159440229,,
8/3/2019,222.49,224.62,217.33,217.9,5697798687,,
8/4/2019,222.67,224.23,218.49,222.58,5238542572,,
8/5/2019,234.22,235.64,222.6,222.65,7765060287,,
8/6/2019,226.02,239.12,223.55,234.25,7647742672,,
8/7/2019,226.39,229.66,222.78,225.93,7020342210,,
8/8/2019,220.94,226.77,216.52,226.52,6713525644,,
8/9/2019,210.49,221.36,208.25,220.91,6964818795,,
8/10/2019,206.73,213.73,203.79,210.53,6584748527,,
8/11/2019,216.09,216.6,206.51,206.73,6440605605,,
8/12/2019,211.29,216.14,210.95,216.06,5674315559,,
8/13/2019,208.71,211.38,205.42,211.34,5946313205,,
8/14/2019,186.61,209.07,186.33,208.6,7444456154,,
8/15/2019,188.5,189.46,178.14,186.68,8197244441,,
8/16/2019,185.44,188.91,180.38,188.64,7133915837,,
8/17/2019,185.69,186.7,182.59,185.53,5512696513,,
8/18/2019,194.49,197.52,183.69,185.84,5969012024,,
8/19/2019,203.09,203.56,193.11,194.56,6145148692,,
8/20/2019,196.57,203.02,195.62,202.81,6408417610,,
8/21/2019,186.89,197.03,182.69,196.62,7775772700,,
8/22/2019,191.33,194.42,183.38,186.94,7569043874,,
8/23/2019,194.71,195.91,189.56,191.11,6658162377,,
8/24/2019,191.29,194.78,187.63,194.67,6249737982,,
8/25/2019,186.84,192.16,184.96,191.23,5826017143,,
8/26/2019,188.93,193.44,186.74,186.74,7207986636,,
8/27/2019,187.52,188.96,185.47,188.95,6042327402,,
8/28/2019,173.89,187.93,172.19,187.5,6696604087,,
8/29/2019,169.52,174,167.17,173.96,7129569083,,
8/30/2019,168.83,170.77,167.07,169.49,5776520220,,
8/31/2019,172.47,174.32,167.8,168.89,5830212249,,
9/1/2019,171.63,173.7,169.53,172.46,5554799576,,
9/2/2019,178.35,180.15,170.45,171.7,6503447137,,
9/3/2019,179.5,182.35,175.97,178.36,6962728938,,
9/4/2019,175.99,180.14,175.33,179.49,5938120494,,
9/5/2019,174.22,176.16,171.75,175.97,5589476516,,
9/6/2019,169.96,177.72,168.34,174.17,6797611878,,
9/7/2019,178.26,180.85,169.44,169.96,6791531342,,
9/8/2019,181.36,182.98,178.14,178.28,6472677266,,
9/9/2019,181.15,184.15,177.42,181.36,7232938985,,
9/10/2019,179.79,184.06,178.12,181.21,6291476772,,
9/11/2019,178.73,181.76,176.5,179.84,7157139035,,
9/12/2019,181.02,182,177.85,178.8,5838605477,,
9/13/2019,181.11,181.5,178.58,180.98,5955041237,,
9/14/2019,188.11,188.45,180.37,181.32,6500686511,,
9/15/2019,189.79,190.4,186.45,188.07,6222874780,,
9/16/2019,197.11,198.2,189.69,189.69,8242029488,,
9/17/2019,208.61,213.73,196.72,197.11,10232590812,,
9/18/2019,211.39,216.71,208.05,208.05,9194634557,,
9/19/2019,221.28,222.87,204.69,211.25,10620070913,,
9/20/2019,218.05,221.6,215.16,221.07,8027974273,,
9/21/2019,215.52,220.96,215,217.9,7743309778,,
9/22/2019,211.55,216.09,207.64,215.49,7812854576,,
9/23/2019,201.92,211.84,201.89,211.71,7494673136,,
9/24/2019,168.11,203.5,162.73,201.84,11757739233,,
9/25/2019,170.89,174.72,164.91,168.13,9766632018,,
9/26/2019,166.73,171.69,157.13,170.76,7848286154,,
9/27/2019,174.71,175.61,163.21,166.65,7909313625,,
9/28/2019,174.57,175.78,170.77,174.68,6895423445,,
9/29/2019,170.5,175.21,167,174.61,6497088199,,
9/30/2019,179.87,179.87,167.04,170.46,7552915148,,
10/1/2019,177.34,185.05,175.81,180.21,7676276225,,
10/2/2019,180.71,180.83,175.33,177.22,6335595250,,
10/3/2019,175.2,180.8,172.6,180.7,6381403725,,
10/4/2019,176.99,178.55,173.56,175.24,6248928449,,
10/5/2019,176.35,177.71,173.07,176.95,5837211771,,
10/6/2019,173.06,177.36,171.3,176.36,5852890674,,
10/7/2019,181.19,182.36,171.53,172.94,7844316834,,
10/8/2019,182.02,184.36,179.13,181.11,7466282780,,
10/9/2019,193.29,194.3,180.67,182.04,9088122101,,
10/10/2019,191.66,193.9,188.31,193.19,8375913276,,
10/11/2019,182.57,195.32,181.66,191.8,9128522970,,
10/12/2019,180.83,186.3,179.98,182.53,7494328840,,
10/13/2019,182.08,185.08,180.32,180.86,6733182273,,
10/14/2019,186.96,187.3,181.66,182.03,7276520699,,
10/15/2019,181.41,187.76,179.46,186.98,7731456579,,
10/16/2019,176.01,181.67,174.06,181.34,7691244590,,
10/17/2019,178.03,178.9,174.57,175.91,6737237423,,
10/18/2019,173.62,178.18,171.01,177.99,7566257807,,
10/19/2019,172.91,175.61,172.22,173.65,6551453871,,
10/20/2019,175.53,176.72,171.21,172.97,6801091120,,
10/21/2019,174.92,177.74,173.29,175.52,6815820627,,
10/22/2019,172.3,175.65,172.27,174.91,6990951966,,
10/23/2019,162.4,172.42,157.46,172.26,9624925919,,
10/24/2019,162.17,164.15,160.89,162.51,7300917537,,
10/25/2019,181.52,183,161.97,162.19,10358594018,,
10/26/2019,179.84,195.94,176.13,181.67,13831784986,,
10/27/2019,184.24,188.16,177.68,179.93,10815941952,,
10/28/2019,182.66,187.88,180.25,184.4,10406734124,,
10/29/2019,190.34,191.85,182.36,182.67,10622761958,,
10/30/2019,184.69,191.11,181.55,190.34,10484902804,,
10/31/2019,183.97,188.75,180.07,184.8,9607939606,,
11/1/2019,183.97,185.06,181.09,183.8,9145611130,,
11/2/2019,183.93,185.71,182.8,184.02,8087991830,,
11/3/2019,182.43,185.02,179.82,183.99,8760247744,,
11/4/2019,186.36,188.02,181.82,182.32,10551917945,,
11/5/2019,189.3,191.26,184.33,186.31,10024177342,,
11/6/2019,191.59,193.55,188.67,189.11,10156458684,,
11/7/2019,187.98,191.86,186.57,191.5,9081247799,,
11/8/2019,184.21,188.82,182.54,187.92,9176780911,,
11/9/2019,185.03,185.84,183.9,184.31,7277418704,,
11/10/2019,189.48,190.92,184.69,184.94,8752784211,,
11/11/2019,185.49,190.34,185.09,189.5,7877424106,,
11/12/2019,186.84,187.95,184.19,185.56,7792186666,,
11/13/2019,188.26,189.33,185.94,186.94,7343173596,,
11/14/2019,186,188.63,184.99,188.27,7872664470,,
11/15/2019,180.52,186.25,179.38,186.06,8815678477,,
11/16/2019,183.35,184.16,179.99,180.5,6789888120,,
11/17/2019,185.12,188.19,182.34,183.35,7364325471,,
11/18/2019,180.56,186.93,179.18,185.04,7787662111,,
11/19/2019,177.46,182.53,175.2,180.5,7536699743,,
11/20/2019,175.7,178.99,175.29,177.42,7205785149,,
11/21/2019,161.46,176.21,159.37,175.67,8546371325,,
11/22/2019,150.27,163.03,142.34,161.51,12020749863,,
11/23/2019,153.42,154.1,147.6,150.21,8289198330,,
11/24/2019,142.83,153.97,142.83,153.43,7782769098,,
11/25/2019,146.48,150.21,133.8,142.7,10962753356,,
11/26/2019,148.97,150,145.22,146.4,7648516297,,
11/27/2019,153.01,154.89,143.53,148.4,8778095308,,
11/28/2019,151.72,156.61,151.09,153.07,7346531960,,
11/29/2019,155.3,156.85,151.46,151.77,7503898278,,
11/30/2019,152.54,156.69,151.23,155.29,6565950868,,
12/1/2019,151.19,152.49,147.07,152.49,7102780298,,
12/2/2019,149.06,152.12,147.61,151.18,6670561362,,
12/3/2019,147.96,150.31,146,149.06,6204379850,,
12/4/2019,146.75,150.68,145,147.92,7865937094,,
12/5/2019,149.25,153.16,145.46,146.69,6745910228,,
12/6/2019,149.19,149.67,147.61,149.4,6458766441,,
12/7/2019,148.77,149.8,148.37,149.2,5911233284,,
12/8/2019,151.26,152.39,148.31,148.74,6441727252,,
12/9/2019,148.23,151.91,147.62,151.22,6744206747,,
12/10/2019,146.27,148.56,144.91,148.18,6859512025,,
12/11/2019,143.61,147.14,143.05,146.32,7037180049,,
12/12/2019,145.6,145.75,141.44,143.62,7890383413,,
12/13/2019,144.94,145.86,143.75,145.66,7264810247,,
12/14/2019,142.87,145.53,142.43,144.95,7048066973,,
12/15/2019,143.11,143.93,139.43,142.86,7235153411,,
12/16/2019,133.61,143.22,132.46,143.14,8992282119,,
12/17/2019,122.6,134.01,121.4,133.65,9057166141,,
12/18/2019,133.09,133.39,119.78,122.66,11864518321,,
12/19/2019,129.32,134.19,125.97,133.05,9564699140,,
12/20/2019,129.07,129.76,126.99,129.38,8173594150,,
12/21/2019,128.13,129.15,127.61,129.1,7449064703,,
12/22/2019,132.37,133.16,127.93,128.1,9121058481,,
12/23/2019,128.61,134.73,127.42,132.31,9622497693,,
12/24/2019,129.06,131.67,127.31,128.63,7961819689,,
12/25/2019,126.45,129.07,124.89,129.07,8418019054,,
12/26/2019,126.36,130.9,125.41,126.49,8600871980,,
12/27/2019,127.21,128.1,124.82,126.37,8299390176,,
12/28/2019,128.32,130.26,126.9,127.21,8069298610,,
12/29/2019,134.76,136.81,128,128.27,9708776786,,
12/30/2019,132.63,136.76,131.55,134.8,9796951716,,
12/31/2019,129.61,133.73,128.8,132.61,8936866397,,
1/1/2020,130.8,132.84,129.2,129.63,7935230330,,
1/2/2020,127.41,130.82,126.95,130.82,8032709256,,
1/3/2020,134.17,134.55,126.49,127.41,10476845358,,
1/4/2020,135.07,136.05,133.04,134.17,7430904515,,
1/5/2020,136.28,139.41,135.05,135.07,7526675353,,
1/6/2020,144.3,144.33,136.08,136.31,9093747121,,
1/7/2020,143.54,145,140.49,144.31,9257954672,,
1/8/2020,141.26,146.83,138.27,143.49,9387194957,,
1/9/2020,138.98,141.39,136.24,141.16,7697325348,,
1/10/2020,143.96,144.17,135.52,138.97,9084816203,,
1/11/2020,142.93,146.48,142.21,143.41,9332208590,,
1/12/2020,145.87,146.15,142.71,143.03,8528167453,,
1/13/2020,144.23,146.79,142.91,146.22,8378529470,,
1/14/2020,165.96,167.68,144.06,144.25,16712318373,,
1/15/2020,166.23,170.43,161.11,165.73,15173694057,,
1/16/2020,164.39,167.06,159.71,166.33,13735193018,,
1/17/2020,170.78,173.07,162.78,164.49,14997091826,,
1/18/2020,175.37,178.53,166.79,170.75,14929342256,,
1/19/2020,166.97,177.25,163.68,175.47,13713374132,,
1/20/2020,167.12,169.11,162.33,166.9,11144529787,,
1/21/2020,169.7,169.91,165.82,167.06,9789369362,,
1/22/2020,168.29,171.01,166.77,169.61,9209827928,,
1/23/2020,162.93,168.31,160.3,168.3,10396868698,,
1/24/2020,163.05,164.31,156.75,162.9,10657671162,,
1/25/2020,161.28,163.23,158.63,163.07,8256956802,,
1/26/2020,168.08,168.22,160.28,161.18,9261861590,,
1/27/2020,170.93,172.92,166.9,168.01,11004476145,,
1/28/2020,176.37,176.37,170.74,170.88,11772875064,,
1/29/2020,175.05,178.84,175.05,176.35,10725267311,,
1/30/2020,184.69,186.26,172.37,174.92,12604789338,,
1/31/2020,180.16,185.41,176.3,184.74,11728616394,,
2/1/2020,183.67,183.85,179.75,180.11,11569697182,,
2/2/2020,188.62,193.08,180.17,183.53,14054425389,,
2/3/2020,189.87,193.44,188.01,188.61,12392875241,,
2/4/2020,189.25,191.11,185.4,189.86,11714191695,,
2/5/2020,204.23,206.8,188.75,189.3,14865434435,,
2/6/2020,212.34,214.6,201.9,204.13,16425589683,,
2/7/2020,222.73,223.14,212.3,212.32,16673443564,,
2/8/2020,223.15,226.59,215.39,222.51,16741203125,,
2/9/2020,228.58,229.86,222.98,222.98,15031356241,,
2/10/2020,223.52,229.18,218.08,228.55,16210008511,,
2/11/2020,235.85,236.55,218.62,223.38,16964695963,,
2/12/2020,265.41,272.4,235.9,235.9,24545049386,,
2/13/2020,268.1,273.74,258.92,265.05,25801317504,,
2/14/2020,284.22,285.06,262.76,268.02,23558253463,,
2/15/2020,264.73,287.12,264.28,284.56,23682452994,,
2/16/2020,259.89,272.88,242.48,264.9,25152366643,,
2/17/2020,266.36,266.87,244.34,259.89,26024080089,,
2/18/2020,281.94,283.2,261.46,266.51,26511477187,,
2/19/2020,259.76,283.54,259.76,282.04,22679414413,,
2/20/2020,257.95,263.7,250.95,259.82,23229828870,,
2/21/2020,265.6,267,255.69,257.89,20867593292,,
2/22/2020,262.33,266.39,258.91,265.55,16906032862,,
2/23/2020,273.75,273.75,261.96,262.28,19585998814,,
2/24/2020,265.22,275.54,259.63,273.71,22400845640,,
2/25/2020,247.82,265.43,246.86,265.28,21878882134,,
2/26/2020,225.68,249.65,221.27,247.74,26235617201,,
2/27/2020,226.75,237.23,212.66,225.69,25645522790,,
2/28/2020,226.76,234.21,216.35,226.99,22563530559,,
2/29/2020,219.85,232.26,219.85,226.83,18181296376,,
3/1/2020,218.97,226.68,214.13,219.75,18179807469,,
3/2/2020,230.57,232.81,217.28,218.71,20305587789,,
3/3/2020,224.48,232.33,221.73,230.52,19853178572,,
3/4/2020,224.52,228.04,222.09,224.57,16567075208,,
3/5/2020,229.27,234.36,224.64,224.64,18201291785,,
3/6/2020,243.53,243.55,228.74,229.17,19374772256,,
3/7/2020,237.85,249.98,237.55,243.75,19431652027,,
3/8/2020,200.69,237.78,200.6,237.78,21381823651,,
3/9/2020,201.99,207.45,192.27,201.32,23645428606,,
3/10/2020,200.77,205.71,198.06,202.86,18344930072,,
3/11/2020,194.87,202.95,184.36,200.77,16984790291,,
3/12/2020,112.35,195.15,111.21,194.74,22134741655,,
3/13/2020,133.2,137.43,95.18,112.69,27864623061,,
3/14/2020,123.31,134.48,122.41,133.58,12740784545,,
3/15/2020,125.21,132.24,121.85,123.25,12719251813,,
3/16/2020,110.61,125,105.17,125,15984904590,,
3/17/2020,113.94,118.99,110.41,110.41,12087490572,,
3/18/2020,114.84,116.02,111.74,113.86,11617854009,,
3/19/2020,136.59,140.53,114.73,114.84,16396753275,,
3/20/2020,132.74,150.85,122.61,136.65,18960388062,,
3/21/2020,132.82,135.97,127.16,133.1,13684083308,,
3/22/2020,123.32,136.15,122.91,132.85,12497707224,,
3/23/2020,134.91,134.91,121.87,123.37,14149877968,,
3/24/2020,138.76,141.95,133.17,135.19,14609068673,,
3/25/2020,136.2,141.4,134.3,138.91,13433092920,,
3/26/2020,138.36,138.83,134.89,136.19,11367261176,,
3/27/2020,133.94,139.9,133.94,138.37,11396286629,,
3/28/2020,130.99,134.03,126.96,134.03,12162403960,,
3/29/2020,125.58,131.17,125.45,131.02,9938133669,,
3/30/2020,132.9,133.91,125.29,125.58,11841123306,,
3/31/2020,133.59,134.27,131.65,132.82,11065246317,,
4/1/2020,135.63,135.63,129.73,133.61,12456564435,,
4/2/2020,142.03,146.79,135.73,135.73,15322861686,,
4/3/2020,142.09,146.9,139.62,142.11,13184603402,,
4/4/2020,145.22,145.38,140.12,142.22,11946658257,,
4/5/2020,143.55,146.13,142.1,145.26,11280993591,,
4/6/2020,169.14,169.27,143.54,143.61,21636382525,,
4/7/2020,165.1,175.2,164.2,169.15,21659346091,,
4/8/2020,172.64,173.21,164.49,165.24,17063110836,,
4/9/2020,170.81,172.9,167.99,172.76,14901696210,,
4/10/2020,158.41,170.95,154.91,170.83,17980944616,,
4/11/2020,158.22,161.17,155.3,158.54,13555089447,,
4/12/2020,161.14,164.52,156.32,158.23,15123721386,,
4/13/2020,156.28,160.75,151.61,160.72,16465282133,,
4/14/2020,157.6,160.94,155.87,156.36,14723156630,,
4/15/2020,153.29,160.71,152.8,157.57,14171753737,,
4/16/2020,172.16,173.16,150.36,153.2,22910469236,,
4/17/2020,171.64,174.28,169.75,172.28,16714684266,,
4/18/2020,186.91,187.94,171.62,171.62,20160323443,,
4/19/2020,181.61,188.1,180.12,186.86,19146038381,,
4/20/2020,172.3,186.08,170.32,181.48,21266681335,,
4/21/2020,172.74,175.18,170.55,172.02,16458767984,,
4/22/2020,182.6,183.75,171.83,172.67,17994666395,,
4/23/2020,185.03,189.09,180.34,182.62,21275740032,,
4/24/2020,189.24,190.21,185.22,185.22,16788555028,,
4/25/2020,195.52,196.79,188.46,189.21,18260969748,,
4/26/2020,197.32,199.34,194.77,195.41,18335367012,,
4/27/2020,197.22,199.55,193.45,197.48,18670194595,,
4/28/2020,198.42,198.79,194.85,197.27,18217507467,,
4/29/2020,216.97,218.45,198.12,198.47,26397548759,,
4/30/2020,207.6,227.53,206.44,216.91,28089191904,,
5/1/2020,214.22,217.63,207.78,207.9,20816320834,,
5/2/2020,215.33,215.85,212.88,214.23,18260876092,,
5/3/2020,210.93,219.27,208.69,215.35,20469034664,,
5/4/2020,208.17,211.83,199.05,210.89,22602446422,,
5/5/2020,206.77,211.78,204.03,208.01,19004689099,,
5/6/2020,204.06,211.53,204.04,206.48,20343543799,,
5/7/2020,212.29,214.39,202.07,203.91,23594744655,,
5/8/2020,212.99,216.33,208.83,212.2,20445139356,,
5/9/2020,211.6,214.74,209.07,213.14,18950547549,,
5/10/2020,188.6,211.55,182.71,211.55,25211575193,,
5/11/2020,185.91,191.36,180.72,188.63,20054601647,,
5/12/2020,189.31,191.6,185.7,185.88,15899726284,,
5/13/2020,199.19,200.2,189.13,189.37,17054662289,,
5/14/2020,202.95,204.12,196.87,198.89,20150524861,,
5/15/2020,195.62,203.57,193.76,202.96,16602342092,,
5/16/2020,200.68,202.77,194.5,195.61,15379081645,,
5/17/2020,207.16,209.16,200.1,200.61,15470397303,,
5/18/2020,214.53,215.91,207.11,207.18,17411566928,,
5/19/2020,213.45,214.6,210.14,214.6,14346192779,,
5/20/2020,210.1,214.72,207.98,213.45,12730175511,,
5/21/2020,199.88,211.63,193.35,210.13,13308321229,,
5/22/2020,207.17,208.59,198.04,199.84,12041592114,,
5/23/2020,208.69,210.39,205.29,207.19,10665476768,,
5/24/2020,202.37,210.6,202.37,208.72,11833299572,,
5/25/2020,205.32,206.36,200.67,201.98,10415044124,,
5/26/2020,201.9,205.75,200.26,205.26,10159741290,,
